"","Discosoma","Ricordea","Letepsammia","Rhombopsammia","Stephanophyllia","Gardineria","Anthemiphyllia","Deltocyathus","Ceratotrochus","Conotrochus","Vaughanella","Stephanocyathus","Caryophyllia","Crispatotrochus","Stenocyathus","Dasmosmilia","Lophelia","Solenosmilia","Desmophyllum","Rhizosmilia","Madrepora","Stylocoeniella","Madracis","Stylophora","Seriatopora","Pocillopora","Heterocyathus","Oulastrea","Phyllangia","Anomastraea","Horastrea","Coscinaraea","Psammocora","Pleuractis","Cycloseris","Ctenactis","Herpolitha","Polyphyllia","Lithophyllon","Heliofungia","Leptastrea","Lobactis","Halomitra","Danafungia","Fungia","Podabacia","Sandalolitha","Zoopilus","Meandrina","Dichocoenia","Eusmilia","Dendrogyra","Solenastrea","Polycyathus","Paracyathus","Cladocora","Astrangia","Oculina","Blastomussa","Physogyra","Plerogyra","Tethocyathus","Plesiastrea","Cyathelia","Trochocyathus","Diploastrea","Montastraea","Mussa","Scolymia","Isophyllia","Mycetophyllia","Mussismilia","Favia","Diploria","Manicina","Colpophyllia","Acanthastrea","Micromussa","Moseleya","Oxypora","Echinophyllia","Cynarina","Lobophyllia","Symphyllia","Orbicella","Cyphastrea","Echinopora","Catalaphyllia","Hydnophora","Leptoria","Platygyra","Favites","Goniastrea","Oulophyllia","Caulastraea","Pectinia","Mycedium","Scapophyllia","Merulina","Barabattoia","Trachyphyllia","Guynia","Fungiacyathus","Tropidocyathus","Cyathotrochus","Notocyathus","Javania","Placotrochides","Placotrochus","Rhizotrochus","Truncatoflabellum","Flabellum","Monomyces","Heteropsammia","Balanophyllia","Endopachys","Leptopsammia","Dendrophyllia","Enallopsammia","Turbinaria","Cladopsammia","Tubastraea","Goniopora","Porites","Stephanocoenia","Hoplangia","Pseudosiderastrea","Siderastrea","Helioseris","Thalamophyllia","Dactylotrochus","Agaricia","Leptoseris","Gardineroseris","Pavona","Pachyseris","Euphyllia","Ctenella","Galaxea","Alveopora","Astreopora","Montipora","Anacropora","Isopora","Acropora"
"Dendrogyra",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,30.276836,14.809431,14.809431,0,119.323734,119.323733,119.323733,119.323733,119.323733,119.323732,201.457668,201.457668,201.457668,201.457668,201.457668,201.457667,201.457667,201.457667,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457669,201.457669,201.457667,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457669,201.457668,201.457669,201.457668,201.457668,201.457669,201.457668,201.457669,201.457667,201.45767,201.457669,201.457668,201.457668,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Solenastrea",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,119.323734,119.323735,119.323735,119.323734,0,43.799937,43.799937,43.799937,43.799937,43.799936,201.457668,201.457668,201.457668,201.457668,201.457668,201.457667,201.457667,201.457667,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457669,201.457669,201.457667,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457668,201.457669,201.457668,201.457669,201.457668,201.457668,201.457669,201.457668,201.457669,201.457667,201.45767,201.457669,201.457668,201.457668,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Polycyathus",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,341.74577,341.74577,341.745771,341.74577,341.74577,341.745771,341.745771,341.74577,307.426565,274.972128,274.972128,274.972128,274.972129,274.972128,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,234.271259,234.271257,234.271257,234.271258,234.271258,234.271258,234.271257,234.271258,234.271258,234.271259,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,119.323733,119.323734,119.323734,119.323733,43.799937,0,20.130062,20.130062,20.130062,20.130061,201.457667,201.457667,201.457667,201.457667,201.457667,201.457666,201.457666,201.457666,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457668,201.457668,201.457666,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457668,201.457667,201.457668,201.457667,201.457667,201.457668,201.457667,201.457668,201.457666,201.457669,201.457668,201.457667,201.457667,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Paracyathus",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,341.74577,341.74577,341.745771,341.74577,341.74577,341.745771,341.745771,341.74577,307.426565,274.972128,274.972128,274.972128,274.972129,274.972128,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,234.271259,234.271257,234.271257,234.271258,234.271258,234.271258,234.271257,234.271258,234.271258,234.271259,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,119.323733,119.323734,119.323734,119.323733,43.799937,20.130062,0,15.288626,15.288626,15.288625,201.457667,201.457667,201.457667,201.457667,201.457667,201.457666,201.457666,201.457666,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457668,201.457668,201.457666,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457668,201.457667,201.457668,201.457667,201.457667,201.457668,201.457667,201.457668,201.457666,201.457669,201.457668,201.457667,201.457667,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Cladocora",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,341.74577,341.74577,341.745771,341.74577,341.74577,341.745771,341.745771,341.74577,307.426565,274.972128,274.972128,274.972128,274.972129,274.972128,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,234.271259,234.271257,234.271257,234.271258,234.271258,234.271258,234.271257,234.271258,234.271258,234.271259,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,119.323733,119.323734,119.323734,119.323733,43.799937,20.130062,15.288626,0,12.042336,12.042335,201.457667,201.457667,201.457667,201.457667,201.457667,201.457666,201.457666,201.457666,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457668,201.457668,201.457666,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457668,201.457667,201.457668,201.457667,201.457667,201.457668,201.457667,201.457668,201.457666,201.457669,201.457668,201.457667,201.457667,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Astrangia",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,341.74577,341.74577,341.745771,341.74577,341.74577,341.745771,341.745771,341.74577,307.426565,274.972128,274.972128,274.972128,274.972129,274.972128,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,234.271259,234.271257,234.271257,234.271258,234.271258,234.271258,234.271257,234.271258,234.271258,234.271259,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,119.323733,119.323734,119.323734,119.323733,43.799937,20.130062,15.288626,12.042336,0,9.163637,201.457667,201.457667,201.457667,201.457667,201.457667,201.457666,201.457666,201.457666,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457668,201.457668,201.457666,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457667,201.457668,201.457667,201.457668,201.457667,201.457667,201.457668,201.457667,201.457668,201.457666,201.457669,201.457668,201.457667,201.457667,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Oculina",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,611.581385,553.937095,431.116161,431.116161,431.116161,431.116162,341.745769,341.745769,341.74577,341.745769,341.745769,341.74577,341.74577,341.745769,307.426564,274.972127,274.972127,274.972127,274.972128,274.972127,234.271257,234.271257,234.271257,234.271257,234.271257,234.271257,234.271258,234.271256,234.271256,234.271257,234.271257,234.271257,234.271256,234.271257,234.271257,234.271258,234.271257,234.271257,234.271257,234.271257,234.271257,234.271257,119.323732,119.323733,119.323733,119.323732,43.799936,20.130061,15.288625,12.042335,9.163637,0,201.457666,201.457666,201.457666,201.457666,201.457666,201.457665,201.457665,201.457665,201.457666,201.457666,201.457666,201.457666,201.457666,201.457666,201.457666,201.457666,201.457667,201.457667,201.457665,201.457666,201.457666,201.457666,201.457666,201.457666,201.457666,201.457666,201.457666,201.457666,201.457666,201.457666,201.457667,201.457666,201.457667,201.457666,201.457666,201.457667,201.457666,201.457667,201.457665,201.457668,201.457667,201.457666,201.457666,738.886089,738.886087,738.886087,738.886087,738.886088,738.886089,738.886089,738.886088,738.886089,738.886089,738.886087,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886089,738.886088,738.886089,738.886089,738.886089,738.886089,738.886088,738.886088,738.886088,738.886089,738.886088,738.886089,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886089
"Blastomussa",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,0,80.951438,80.951438,176.17181,176.17181,176.171809,176.171809,176.171809,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.171811,176.171811,176.171809,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.171811,176.17181,176.171811,176.17181,176.17181,176.171811,176.17181,176.171811,176.171809,176.171812,176.171811,176.17181,176.17181,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Physogyra",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,80.951438,0,2.296302,176.17181,176.17181,176.171809,176.171809,176.171809,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.171811,176.171811,176.171809,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.171811,176.17181,176.171811,176.17181,176.17181,176.171811,176.17181,176.171811,176.171809,176.171812,176.171811,176.17181,176.17181,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Plerogyra",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,80.951438,2.296302,0,176.17181,176.17181,176.171809,176.171809,176.171809,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.171811,176.171811,176.171809,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.17181,176.171811,176.17181,176.171811,176.17181,176.17181,176.171811,176.17181,176.171811,176.171809,176.171812,176.171811,176.17181,176.17181,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Tethocyathus",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,0,70.355518,70.355517,70.355517,147.676665,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676667,147.676667,147.676665,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676667,147.676666,147.676667,147.676666,147.676666,147.676667,147.676666,147.676667,147.676665,147.676668,147.676667,147.676666,147.676666,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Plesiastrea",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,70.355518,0,16.725037,16.725037,147.676665,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676667,147.676667,147.676665,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676666,147.676667,147.676666,147.676667,147.676666,147.676666,147.676667,147.676666,147.676667,147.676665,147.676668,147.676667,147.676666,147.676666,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
